year,university,school,degree,employment_rate_overall,employment_rate_ft_perm,basic_monthly_mean,basic_monthly_median,gross_monthly_mean,gross_monthly_median,gross_mthly_25_percentile,gross_mthly_75_percentile
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Materials Engineering),85,76,3288,3200,3434,3375,3200,3700
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Materials Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Engineering (Hons) (Mechanical Engineering),83,75,3422,3300,3579,3450,3100,4000
2017,Nanyang Technological University,College of Engineering,Double Degree in Bachelor of Engineering (Hons) (Mechanical Engineering) and Bachelor of Arts (Hons) in Economics **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Fine Arts (Hons),89,54,2862,2800,2909,2800,2500,3200
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Chinese,85,68,3119,3300,3147,3300,2750,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Communication Studies (Hons),93,62,3134,3000,3184,3000,2775,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Economics,85,76,3286,3200,3379,3240,3000,3720
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in English,78,51,3042,3000,3149,3000,2800,3300
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in History,86,68,3206,3100,3265,3200,3000,3600
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Linguistics And Multilingual Studies,80,60,3042,3000,3117,3100,2600,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Philosophy **,na,na,na,na,na,na,na,na
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Psychology,79,59,3107,3107,3151,3200,2890,3500
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Public Policy And Global Affairs,74,67,3353,3300,3479,3395,3160,3750
2017,Nanyang Technological University,College of Engineering,Bachelor of Arts (Hons) in Sociology,78,62,3263,3200,3309,3228,2970,3500
2017,Nanyang Technological University,College of Sciences,Double Degree in Bachelor of Science (Hons) in Biomedical Sciences and Bachelor of Medicine (Chinese Medicine) #,92,80,2722,2928,2792,2950,2500,3035
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Biological Sciences,80,63,3177,3100,3255,3200,3000,3500
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Chemistry & Biological Chemistry,70,51,3035,3000,3173,3100,2800,3488
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematical Sciences,90,80,3517,3400,3580,3500,3100,3800
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Mathematics & Economics,90,83,3504,3290,3625,3400,3013,3775
2017,Nanyang Technological University,College of Sciences,Bachelor of Science (Hons) in Physics/Applied Physics,82,62,3367,3300,3490,3300,3000,3819
2017,Nanyang Technological University,Sports Science and Management,Bachelor of Science (Hons) (Sport Science & Management),81,49,3372,3285,3486,3450,2800,4000
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Arts (Hons) (Education),100,100,3489,3600,3589,3600,3500,3800
2017,Nanyang Technological University,National Institute of Education (NIE),Bachelor of Science (Hons) (Education),100,100,3610,3603,3701,3701,3500,3958
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,86,62,3005,3000,3107,3000,2700,3300
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88,67,3309,3300,3391,3360,3000,3600
2017,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88,75,3365,3300,3443,3300,3000,3750
2017,National University of Singapore,Faculty Of Dentistry,Bachelor of Dental Surgery,100,100,4124,4050,4143,4050,4000,4400
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Biomedical Engineering),91,81,3215,3200,3367,3300,3000,3700
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Chemical Engineering),88,81,3550,3500,3727,3600,3300,4000
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Civil Engineering),96,91,3361,3300,3427,3300,3135,3700
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Electrical Engineering),89,87,3529,3500,3641,3600,3300,3900
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Engineering Science),77,65,3783,3600,3827,3675,3440,4200
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Environmental Engineering),86,71,3425,3100,3546,3350,3000,3800
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),93,90,3905,3725,4035,3875,3450,4200
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Materials Science And Engineering),94,86,3269,3200,3570,3388,3200,3950
2017,National University of Singapore,Faculty Of Engineering,Bachelor of Engineering (Mechanical Engineering),87,82,3537,3400,3657,3450,3100,4000
2017,National University of Singapore,Faculty of Law,Bachelor of Laws #,96,92,4958,5000,5121,5000,4500,5600
2017,National University of Singapore,Faculty of Science,Bachelor of Applied Science **,na,na,na,na,na,na,na,na
2017,National University of Singapore,Faculty of Science,Bachelor of Applied Science (Hons),82,50,3186,3075,3187,3085,2800,3200
2017,National University of Singapore,Faculty of Science,Bachelor of Science,77,55,3053,3000,3214,3082,2800,3400
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),86,69,3340,3200,3435,3300,3000,3700
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,99,95,3473,3500,3616,3600,3500,3800
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration,95,87,3770,3400,4031,3500,3000,4333
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),98,94,4272,3725,4388,3800,3450,4782
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy),97,94,3396,3000,3473,3025,3000,3600
2017,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),100,100,3689,3100,3744,3125,3000,4023
2017,National University of Singapore,School of Computing,Bachelor of Computing (Communications And Media) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),94,89,4510,4200,4628,4285,3656,5000
2017,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,na,na,na,na,na,na,na,na
2017,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),95,92,4061,4000,4192,4000,3550,4592
2017,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),98,98,4114,3810,4203,4000,3500,4766
2017,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) #,91,86,4037,4000,4079,4000,3780,4300
2017,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),93,60,3034,2890,3079,2920,2600,3200
2017,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),91,82,3105,3000,3162,3000,2900,3300
2017,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),94,89,3090,3000,3168,3000,2800,3300
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Medicine And Bachelor Of Surgery #,100,100,4367,4500,4882,5000,4500,5305
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing),97,97,3165,3200,3328,3400,3200,3450
2017,National University of Singapore,Yong Loo Lin School (Medicine),Bachelor of Science (Nursing) (Hons),92,90,3280,3300,3462,3500,3300,3650
2017,National University of Singapore,YST Conservatory Of Music,Bachelor of Music,73,27,2298,2025,2500,2225,2050,2950
2017,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,94,77,3812,3500,3956,3500,3075,4000
2017,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours,92,75,4362,4083,4362,4083,3600,4875
2017,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Engineering (Computer Engineering),89,85,4010,3600,4131,3900,3588,4500
2017,National University of Singapore,Multi-Disciplinary Programmes,Bachelor of Environmental Studies,89,62,3297,3200,3419,3300,3000,3600
2017,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy,98,97,3569,3000,3646,3000,2920,3600
2017,Singapore Management University,School of Accountancy (4-years programme) *,Accountancy Cum Laude and above,98,98,4037,3200,4089,3200,3000,4645
2017,Singapore Management University,School of Business (4-years programme) *,Business Management,93,86,3862,3475,3995,3500,3050,4362
2017,Singapore Management University,School of Business (4-years programme) *,Business Management Cum Laude and above,96,92,4364,3880,4504,4000,3300,5000
2017,Singapore Management University,School of Economics (4-years programme) *,Economics,91,83,4013,3600,4143,3700,3300,4583
2017,Singapore Management University,School of Economics (4-years programme) *,Economics Cum Laude and above,93,91,4591,4000,4737,4100,3600,5113
2017,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management,95,91,3922,3905,4014,4000,3550,4500
2017,Singapore Management University,School of Information Systems (4-years programme) *,Information Systems Management Cum Laude and above,96,94,4211,4334,4305,4334,4000,4750
2017,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences,91,78,3344,3250,3493,3300,3000,3750
2017,Singapore Management University,School of Social Sciences (4-years programme) *,Social Sciences Cum Laude and above,88,82,3810,3600,3938,3630,3300,4000
2017,Singapore Management University,School of Law (4-years programme) *,Law #,98,94,4778,4500,4941,5000,4000,5840
2017,Singapore Management University,School of Law (4-years programme) *,Law Cum Laude and above #,98,98,5163,5450,5287,5600,4200,6000
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,96,92,3040,3000,3067,3000,2800,3200
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Arts & Animation ^,89,69,2859,2825,2876,2875,2700,3000
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science & Game Design ^,100,100,3232,3250,3291,3250,2900,3600
2017,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,97,91,3898,3800,3904,3800,3558,4140
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,91,69,2819,2600,2949,2700,2500,3200
2017,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Interior Design,92,87,2818,2700,2841,2700,2500,3000
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,77,62,3061,3100,3290,3255,2975,3600
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,94,89,3191,3200,3269,3200,3000,3450
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering ^,96,89,3461,3300,3541,3500,3000,4000
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design & Manufacturing Engineering,91,86,3063,3000,3145,3000,2800,3350
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,96,96,3451,3300,3537,3300,3200,3500
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,100,87,3792,3300,3866,3300,3300,3950
2017,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food & Human Nutrition,98,79,2784,2600,2980,2700,2475,3200
2017,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,85,74,3061,3000,3301,3200,3000,3375
2017,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,83,83,3504,3175,3591,3400,3000,4000
2017,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Professional Studies in Culinary Arts Management,88,55,2357,2300,2598,2300,2200,3259
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) **,na,na,na,na,na,na,na,na
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),100,97,3217,3250,3258,3300,3020,3450
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,97,3483,3350,3489,3400,3300,3500
2017,Singapore Institute of Technology,Singapore Institute of Technology -Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na,na,na,na,na
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aeronautical Engineering,81,66,3367,3100,3481,3200,2950,3700
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Aerospace Systems,80,53,3207,3125,3280,3125,2625,3650
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechanical Design Engineering,97,88,3608,3100,3670,3200,3000,3700
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Engineering with Honours in Mechatronics,95,87,3412,3050,3595,3400,3000,4000
2017,Singapore Institute of Technology,University of Glasgow,Bachelor of Science with Honours in Computing Science,96,86,3633,3600,3724,3600,3300,4200
2017,Singapore Institute of Technology,University of Manchester,Bachelor of Science with Honours in Nursing Practice,98,97,3507,3400,3741,3650,3600,3900
2017,Singapore Institute of Technology,University of Liverpool,Bachelor of Arts with Honours in Criminology and Security,86,70,3759,3800,3825,3800,3050,4160
2017,Singapore Institute of Technology,Wheelock College,Bachelor of Science in Early Childhood Education,96,93,2883,2900,2890,2900,2800,3000
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Accountancy with Honours,94,92,3073,3050,3113,3088,2975,3250
2017,Singapore Institute of Technology,Singapore Institute of Technology,Bachelor of Hospitality Business with Honours ^,95,84,2713,2700,2829,2800,2500,3100
2017,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Engineering (Engineering Product Development),90,87,3594,3600,3638,3600,3450,3800
2017,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Engineering (Information Systems Technology and Design),100,100,4146,4000,4175,4023,3600,4900
2017,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Engineering (Engineering Systems and Design),92,85,3856,3800,3956,3850,3600,4210
2017,Singapore University of Technology and Design,Singapore University of Technology and Design,Bachelor of Science (Architecture and Sustainable Design) ###,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy,95,92,3214,3000,3245,3000,3000,3200
2018,Nanyang Technological University,College of Business (Nanyang Business School),Accountancy and Business,99,98,4391,4000,4456,4000,3600,4633
2018,Nanyang Technological University,College of Business (Nanyang Business School),Business,93,84,3646,3500,3776,3500,3200,4000
2018,Nanyang Technological University,College of Business (Nanyang Business School),Business and Computing ^,100,100,4536,4450,4572,4575,4200,4900
2018,Nanyang Technological University,College of Engineering,Aerospace Engineering,95,88,3710,3625,3873,3800,3365,4280
2018,Nanyang Technological University,College of Engineering,Aerospace Engineering and Economics **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Bioengineering,78,66,3457,3500,3660,3500,3200,4000
2018,Nanyang Technological University,College of Engineering,Business and Computer Engineering **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Chemical & Biomolecular Engineering,92,86,3461,3500,3782,3600,3300,4200
2018,Nanyang Technological University,College of Engineering,Chemical & Biomolecular Engineering and Economics **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Civil Engineering,97,97,3521,3400,3597,3500,3200,3816
2018,Nanyang Technological University,College of Engineering,Computer Engineering,96,96,3749,3700,3865,3775,3400,4200
2018,Nanyang Technological University,College of Engineering,Computer Engineering and Economics **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Computer Science,94,93,3970,3800,4062,4000,3500,4500
2018,Nanyang Technological University,College of Engineering,Electrical & Electronic Engineering,93,91,3625,3500,3772,3600,3323,4000
2018,Nanyang Technological University,College of Engineering,Environmental Engineering,92,82,3388,3360,3485,3400,3000,3500
2018,Nanyang Technological University,College of Engineering,Environmental Engineering and Economics **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Engineering,Information Engineering & Media,93,89,3724,3725,3800,3750,3500,4140
2018,Nanyang Technological University,College of Engineering,Maritime Studies,93,90,3351,3300,3409,3350,3000,3640
2018,Nanyang Technological University,College of Engineering,Materials Engineering,87,82,3457,3400,3650,3500,3200,4000
2018,Nanyang Technological University,College of Engineering,Mechanical Engineering,86,81,3448,3500,3653,3500,3200,4000
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences","Art, Design & Media",86,54,2930,2800,2986,3000,2600,3300
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Chinese,86,76,3149,3150,3260,3500,3000,3518
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Communication Studies,95,84,3085,3000,3166,3000,2750,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Economics,90,84,3604,3500,3755,3536,3200,3959
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",English,82,59,3051,3000,3124,3000,2600,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",History,74,56,3593,3500,3719,3500,3260,4150
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Linguistics & Multilingual Studies,79,46,3074,3200,3091,3200,2900,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Philosophy,80,76,3031,3000,3126,3000,2550,3500
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Psychology,90,78,3316,3300,3355,3370,3000,3684
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Public Policy and Global Affairs,81,71,3501,3350,3619,3350,3050,4018
2018,Nanyang Technological University,"College of Humanities, Arts & Social Sciences",Sociology,80,60,3275,3175,3374,3220,3000,3841
2018,Nanyang Technological University,College of Sciences,Biological Sciences,80,67,3232,3200,3319,3250,3035,3650
2018,Nanyang Technological University,College of Sciences,Biomedical Sciences **,na,na,na,na,na,na,na,na
2018,Nanyang Technological University,College of Sciences,Biomedical Sciences & Chinese Medicine # ^,91,82,2941,3000,2953,3000,2700,3100
2018,Nanyang Technological University,College of Sciences,Chemistry & Biological Chemistry,78,64,3205,3167,3427,3200,3000,3725
2018,Nanyang Technological University,College of Sciences,Environmental Earth Systems Science ^,76,57,3347,3440,3389,3440,3150,3900
2018,Nanyang Technological University,College of Sciences,Mathematical Sciences,87,76,3661,3600,3744,3650,3360,4000
2018,Nanyang Technological University,College of Sciences,Mathematics & Economics,96,83,3481,3500,3569,3600,3200,4000
2018,Nanyang Technological University,College of Sciences,Physics & Applied Physics,80,74,3468,3300,3576,3400,3025,3800
2018,Nanyang Technological University,National Institute of Education (NIE),Arts (With Education),100,99,3618,3750,3751,3800,3600,3806
2018,Nanyang Technological University,National Institute of Education (NIE),Science (With Education),100,100,3600,3800,3738,3800,3600,4000
2018,Nanyang Technological University,Sports Science and Management,Sport Science and Management,87,61,3172,3200,3382,3300,3000,3600
2018,Nanyang Technological University,Lee Kong Chian School of Medicine,Medicine ##,na,na,na,na,na,na,na,na
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts,84,57,3169,3070,3322,3200,2800,3600
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Arts (Hons),88,61,3290,3300,3377,3300,3000,3600
2018,National University of Singapore,Faculty of Arts & Social Sciences,Bachelor of Social Sciences,88,75,3459,3400,3526,3400,3200,3800
2018,National University of Singapore,Faculty of Dentistry,Bachelor of Dental Surgery,100,100,4148,4050,4228,4050,4000,4450
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Biomedical Engineering),79,70,3357,3300,3444,3389,3280,3650
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Chemical Engineering),90,84,3768,3700,4050,4000,3500,4300
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Civil Engineering),92,90,3520,3500,3627,3500,3300,3900
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Electrical Engineering),91,83,3712,3600,3982,3700,3400,4546
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Engineering Science) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Environmental Engineering),89,75,3411,3300,3518,3400,3000,3868
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Industrial and Systems Engineering),92,88,3889,3800,4051,3895,3600,4500
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Materials Science and Engineering),89,86,3550,3600,3794,3600,3500,4305
2018,National University of Singapore,Faculty of Engineering,Bachelor of Engineering (Mechanical Engineering),93,87,3684,3500,3877,3700,3300,4100
2018,National University of Singapore,Faculty of Law,Bachelor of Laws #,97,93,5070,5000,5263,5500,4500,5840
2018,National University of Singapore,Faculty of Science,Bachelor of Science,82,47,3146,3000,3289,3100,2900,3850
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Hons),87,73,3371,3300,3460,3400,3000,3725
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Computational Biology) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,Faculty of Science,Bachelor of Science (Pharmacy) #,97,93,3549,3500,3723,3650,3500,3900
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration,96,85,3633,3150,3732,3225,3000,3750
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Hons),97,91,4286,3800,4424,3895,3300,4748
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) ^,95,95,3209,3000,3522,3020,2700,3500
2018,National University of Singapore,NUS Business School,Bachelor of Business Administration (Accountancy) (Hons),98,95,3643,3100,3683,3200,3000,4000
2018,National University of Singapore,School of Computing,Bachelor of Computing (Communications and Media) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Computational Biology) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Computer Science),97,92,4577,4280,4658,4320,3900,5000
2018,National University of Singapore,School of Computing,Bachelor of Computing (Electronic Commerce) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Information Security) **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Computing,Bachelor of Computing (Information Systems),98,95,4338,4375,4472,4458,4000,5000
2018,National University of Singapore,School of Computing,Bachelor of Science (Business Analytics),94,94,4432,4400,4499,4500,4000,5000
2018,National University of Singapore,School of Design & Environment,Bachelor of Arts (Architecture) # **,na,na,na,na,na,na,na,na
2018,National University of Singapore,School of Design & Environment,Bachelor of Arts (Industrial Design),87,70,3309,3200,3371,3250,3000,3800
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Project and Facilities Management),89,85,3189,3040,3237,3060,3000,3300
2018,National University of Singapore,School of Design & Environment,Bachelor of Science (Real Estate),92,85,3295,3300,3372,3300,3000,3600
2018,National University of Singapore,YLL School of Medicine,Bachelor of Medicine and Bachelor of Surgery # **,na,na,na,na,na,na,na,na
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing),95,95,3230,3250,3469,3450,3300,3500
2018,National University of Singapore,YLL School of Medicine,Bachelor of Science (Nursing) (Hons),98,98,3306,3350,3546,3550,3400,3750
2018,National University of Singapore,Yong Siew Toh Conservatory of Music,Bachelor of Music,81,24,2000,1750,2100,1800,1500,2700
2018,National University of Singapore,Yale-NUS College,Bachelor of Arts with Honours,91,81,4283,3600,4381,3630,3275,4642
2018,National University of Singapore,Yale-NUS College,Bachelor of Science with Honours ^,90,79,5017,4800,5136,4800,3600,6435
2018,National University of Singapore,Multidisciplinary Programmes,Bachelor of Engineering (Computer Engineering),89,84,4105,3800,4188,3975,3500,4900
2018,National University of Singapore,Multidisciplinary Programmes,Bachelor of Environmental Studies,84,55,3371,3414,3385,3414,3000,3600
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Arts in Game Design ^,87,87,3277,3300,3324,3300,3196,3500
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Fine Arts in Digital Art and Animation,91,53,2854,2800,2861,2800,2600,3000
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science and Game Design ^,95,90,3570,3600,3576,3600,3300,4000
2018,Singapore Institute of Technology,DigiPen Institute of Technology,Bachelor of Science in Computer Science in Real-Time Interactive Simulation,97,97,4031,4000,4088,4016,3830,4200
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Chemical Engineering,85,77,3193,3100,3451,3300,3000,3600
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Electrical Power Engineering,95,82,3382,3300,3438,3343,3050,3500
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Marine Engineering,97,94,3374,3250,3439,3250,3000,3600
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Mechanical Design and Manufacturing Engineering,94,82,3343,3200,3484,3253,3100,3600
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Naval Architecture ^,100,100,3368,3300,3479,3400,3300,3800
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Engineering with Honours in Offshore Engineering ^,92,85,3245,3100,3545,3510,3100,3850
2018,Singapore Institute of Technology,Newcastle University,Bachelor of Science with Honours in Food and Human Nutrition,90,69,2837,2800,2895,2900,2625,3200
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Accountancy with Honours,96,92,3188,3050,3216,3075,3000,3250
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Information Security) ^,100,100,4111,4000,4116,4045,4000,4400
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Information & Communications Technology (Software Engineering),96,96,3838,4000,3914,4000,3600,4300
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Engineering with Honours in Sustainable Infrastructure Engineering (Land),98,97,3618,3456,3688,3550,3400,3800
2018,Singapore Institute of Technology,Singapore Institute of Technology (SIT),Bachelor of Hospitality Business with Honours,92,82,2898,2800,2991,2825,2600,3175
2018,Singapore Institute of Technology,SIT-University of Glasgow,Bachelor of Science with Honours in Nursing,95,91,3260,3350,3536,3500,3350,3800
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Diagnostic Radiography) ^,96,88,3476,3300,3571,3350,3300,3800
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Occupational Therapy),97,97,3409,3450,3431,3460,3300,3610
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Physiotherapy),100,100,3258,3300,3276,3300,3000,3600
2018,Singapore Institute of Technology,SIT-Trinity College Dublin / Trinity College Dublin,Bachelor in Science (Radiation Therapy) **,na,na,na,na,na,na,na,na
2018,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Chemical Engineering,84,76,3048,3000,3298,3200,3000,3550
2018,Singapore Institute of Technology,Technische Universität München,Bachelor of Science in Electrical Engineering & Information Technology,83,69,3506,3500,3609,3500,3300,4000
2018,Singapore Institute of Technology,The Culinary Institute of America,Bachelor of Business Administration in Food Business Management,87,65,2643,2530,2929,2663,2415,3300
2018,Singapore Institute of Technology,The Glasgow School of Art,Bachelor of Arts with Honours in Communication Design,85,55,2818,2850,3055,2950,2550,3000
